PLAYER,PPG
DeSean Jackson,4.7375
DeVante Parker,10.35
Dede Westbrook,1.12
DeeJay Dallas,3.5352941176470587
Deebo Samuel,21.1875
Demarcus Robinson,4.082352941176471
Demetrius Harris,0.2857142857142857
Denzel Mims,1.9363636363636365
Deon Yelder,0.2
Deonte Harty,8.7
Derek Carr,15.117647058823529
Derek Carrier,0.6599999999999999
Derek Watt,0.27058823529411763
Derrick Henry,24.1625
Devin Duvernay,5.2
Devin Singletary,11.63529411764706
Devine Ozigbo,0.4666666666666666
Devonta Freeman,9.1625
Devontae Booker,9.00625
Dezmon Patmon,1.2625
Diontae Johnson,17.15
Diontae Spencer,-0.22
Dominique Dafney,0.54
Donald Parham,4.214285714285714
Donovan Peoples-Jones,7.835714285714286
Dontrell Hilliard,9.0875
Drew Lock,8.65
Drew Sample,1.1235294117647059
Duke Johnson,11.82
Durham Smythe,4.117647058823529
Dwayne Washington,0.34285714285714286
Elijhaa Penny,2.111764705882353
Emmanuel Sanders,9.407142857142857
Equanimeous St. Brown,1.5538461538461539
Eric Ebron,4.0625
Eric Saubert,1.0999999999999999
Eric Tomlinson,0.09999999999999999
Evan Engram,6.833333333333333
Ezekiel Elliott,14.829411764705881
Foster Moreau,5.017647058823529
Freddie Swain,5.088235294117647
Gabe Nabers,0.55
Gabriel Davis,7.86875
Gardner Minshew II,8.425
Garrett Gilbert,7.8
Garrett Griffin,0.6076923076923078
Geno Smith,13.575
Geoff Swaim,4.375
George Kittle,14.142857142857142
Gerald Everett,7.8533333333333335
Giovani Bernard,4.925
Greg Ward,2.0352941176470587
Gunner Olszewski,0.375
Harrison Bryant,3.89375
Hayden Hurst,4.93076923076923
Henry Ruggs III,12.071428571428571
Hunter Henry,9.664705882352942
Hunter Renfrow,15.241176470588236
Ian Thomas,2.164705882352941
Isaiah Ford,3.0846153846153848
Isaiah McKenzie,3.5
Ito Smith,6.4
J.D. McKissic,11.627272727272727
J.J. Taylor,3.7
JJ Arcega-Whiteside,0.35
Ja'Marcus Bradley,2.08
Jack Doyle,4.658823529411765
Jacob Hollister,2.9285714285714284
Jacoby Brissett,6.572727272727272
Jake Kumerow,0.32
Jakeem Grant,2.6333333333333333
Jakob Johnson,0.4882352941176471
Jakobi Meyers,10.958823529411765
Jalen Guyton,6.075
Jalen Hurts,20.813333333333333
Jalen Reagor,4.594117647058823
Jalen Richard,2.32
Jamaal Williams,9.215384615384615
Jamal Agnew,7.6
Jameis Winston,16.771428571428572
James Conner,17.18
James O'Shaughnessy,7.2
James Proche,2.585714285714286
James Robinson,12.421428571428573
James Washington,4.386666666666667
James White,10.4
Jamison Crowder,9.141666666666667
Jamycal Hasty,4.5
Jared Cook,8.275
Jared Goff,13.892857142857142
Jarvis Landry,11.083333333333334
Jason Huntley,5.1
Jason Moore,4.3
Jaydon Mickens,0.2727272727272727
Jaylen Samuels,1.7666666666666666
Jeff Smith,1.5999999999999999
Jeff Wilson,5.722222222222222
Jeremy McNichols,5.257142857142857
Jeremy Sprinkle,0.3588235294117647
Jerick McKinnon,2.7615384615384615
Jerry Jeudy,8.5
Jesse James,1.3714285714285714
Jimmy Garoppolo,15.166666666666666
Jimmy Graham,3.3800000000000003
Joe Burrow,19.6375
Joe Flacco,11.9
Joe Mixon,17.99375
John Ross,4.1
John Wolford,-0.6333333333333333
Johnny Mundt,0.31666666666666665
Johnny Stanton,2.3
Jonathan Taylor,21.947058823529414
Jonathan Ward,0.7461538461538461
Jonathan Williams,4.14
Jonnu Smith,4.2125
Jordan Akins,3.207692307692308
Jordan Howard,8.928571428571429
Josh Allen,23.68235294117647
Josh Jacobs,15.066666666666666
Josh Reynolds,6.716666666666666
Joshua Kelley,1.7
Josiah Deguara,3.84375
JuJu Smith-Schuster,6.959999999999999
Julio Jones,8.040000000000001
Justin Herbert,22.400000000000002
Justin Jackson,6.1571428571428575
Justin Jefferson,19.435294117647057
Juwan Johnson,3.7785714285714285
Juwann Winfree,1.6857142857142857
K.J. Osborn,9.323529411764707
KJ Hamler,4.133333333333334
Kaden Smith,0.7
Kalen Ballage,0.3764705882352941
Kalif Raymond,8.275
Kareem Hunt,13.75
Ke'Shawn Vaughn,3.0500000000000003
Keelan Cole,5.260000000000001
Keenan Allen,16.1125
Keith Kirkwood,1.5666666666666667
Keith Smith,1.0411764705882351
Keke Coutee,0.75
Kendall Hinton,2.40625
Kendrick Bourne,10.617647058823529
Kenny Golladay,6.364285714285714
Kenny Stills,1.4538461538461538
Kenyan Drake,8.541666666666666
Kevin Rader,0.4666666666666666
Kevin White,0.7999999999999999
KhaDarel Hodge,1.91875
Khari Blasingame,0.09090909090909091
Kirk Cousins,18.76875
Kirk Merritt,1.15
Kristian Wilkerson,6.733333333333333
Kyle Allen,3.95
Kyle Juszczyk,4.341176470588235
Kyle Rudolph,3.73125
Kyler Murray,21.464285714285715
La'Mical Perine,0.775
Lamar Jackson,20.0
Laquon Treadwell,6.866666666666667
Latavius Murray,7.3999999999999995
Laviska Shenault Jr.,7.9375
Le'Veon Bell,4.7625
Lee Smith,1.34375
Leonard Fournette,18.257142857142856
Lil'Jordan Humphrey,4.99
Logan Thomas,8.933333333333334
Logan Woodside,-0.12
Luke Stocker,0.26666666666666666
Mack Hollins,3.5470588235294116
Malcolm Brown,3.2142857142857144
Malik Taylor,0.13999999999999999
Malik Turner,3.207142857142857
Marcedes Lewis,2.611764705882353
Marcus Johnson,3.542857142857143
Marcus Kemp,0.275
Marcus Mariota,1.49
Mark Andrews,17.711764705882356
Mark Ingram,7.757142857142857
Marlon Mack,2.15
Marquez Callaway,8.929411764705883
Marquez Valdes-Scantling,7.909090909090909
Marquise Brown,14.14375
Marvin Hall,1.0
Marvin Jones,10.6
Mason Rudolph,9.2
Matt Breida,4.7444444444444445
Matt Ryan,13.111764705882353
Matthew Stafford,19.394117647058824
Maxx Williams,8.26
Mecole Hardman,8.288235294117648
Melvin Gordon,12.19375
Michael Burton,0.91875
Michael Gallup,10.166666666666666
Michael Pittman Jr.,14.035294117647059
Mike Boone,0.9625
Mike Davis,8.129411764705882
Mike Evans,16.40625
Mike Gesicki,9.705882352941176
Mike Glennon,5.1499999999999995
Mike Thomas,0.85
Mike Williams,15.4125
Miles Boykin,0.2
Miles Sanders,9.766666666666667
Mitchell Trubisky,1.3499999999999999
Mo Alie-Cox,4.68235294117647
Mohamed Sanu,4.0875
MyCole Pruitt,3.03125
Myles Gaskin,10.211764705882352
N'Keal Harry,2.3666666666666667
Nathan Cottrell,0.075
Nathan Peterman,0.2
Nelson Agholor,6.8933333333333335
Nick Bellore,0.08235294117647059
Nick Boyle,0.24
Nick Chubb,15.37857142857143
Nick Foles,16.8
Nick Mullens,9.9
Nick Vannett,4.042857142857143
Nick Westbrook-Ikhine,6.725
Noah Brown,2.646153846153846
Noah Fant,9.9375
Nyheim Hines,6.623529411764705
O.J. Howard,1.9705882352941178
Odell Beckham Jr.,9.221428571428572
Olamide Zaccheaus,5.2823529411764705
P.J. Walker,2.7600000000000002
Parris Campbell,5.366666666666667
Patrick Laird,0.85
Patrick Mahomes,21.276470588235295
Patrick Ricard,1.5923076923076922
Penny Hart,0.7588235294117647
Peyton Barber,4.99
Pharaoh Brown,2.54
Pharoh Cooper,0.95
Phillip Lindsay,3.242857142857143
Preston Williams,1.725
Qadree Ollison,2.4625
Quez Watkins,6.823529411764706
Quintez Cephus,9.879999999999999
Raheem Mostert,2.0
Randall Cobb,7.8
Rashaad Penny,12.17
Rashard Higgins,3.8333333333333335
Ray-Ray McCloud,4.1375
Reggie Bonnafon,0.9
Reggie Gilliam,0.35
Rex Burkhead,6.51875
Richard Rodgers,1.0333333333333334
Ricky Seals-Jones,5.315384615384615
Rob Gronkowski,14.266666666666666
Robbie Chosen,8.147058823529411
Robert Tonyan,6.3
Robert Woods,15.244444444444444
Rodney Smith,4.9
Ronald Jones II,4.95
Ross Dwelley,0.888235294117647
Royce Freeman,2.3066666666666666
Russell Gage,11.642857142857142
Russell Wilson,17.342857142857145
Ryan Fitzpatrick,0.7
Ryan Griffin,4.6499999999999995
Ryan Nall,0.2
Ryan Tannehill,15.788235294117646
Salvon Ahmed,3.216666666666667
Sam Darnold,13.108333333333334
Samaje Perine,5.2
Sammy Watkins,5.415384615384616
Saquon Barkley,11.430769230769231
Scott Miller,2.1222222222222222
Scottie Phillips,1.4000000000000001
Sean McKeon,1.411111111111111
Sony Michel,8.605882352941178
Stanley Morgan Jr.,0.19999999999999998
Stefon Diggs,16.794117647058822
Stephen Anderson,2.264705882352941
Sterling Shepard,11.1
T.J. Hockenson,12.108333333333334
T.Y. Hilton,7.409999999999999
Tajae Sharpe,3.2
Tavon Austin,3.9538461538461536
Taylor Heinicke,13.93125
Taysom Hill,10.141666666666667
Teddy Bridgewater,14.478571428571428
Tee Higgins,15.65
Terry McLaurin,12.558823529411764
Tevin Coleman,4.681818181818182
Tim Boyle,4.86
Tim Patrick,9.775
Tom Brady,22.041176470588233
Tommylee Lewis,0.85
Tony Jones,2.0090909090909093
Tony Pollard,10.84
Travis Homer,4.414285714285714
Travis Kelce,16.425
Trayveon Williams,1.3
Tre'Quan Smith,7.972727272727273
Trent Sherfield,1.3941176470588235
Trent Taylor,1.525
Trenton Cannon,-0.13333333333333333
Trenton Irwin,0.7714285714285715
Trevon Wesco,0.5416666666666666
Tua Tagovailoa,13.915384615384616
Ty Johnson,7.3125
Ty Montgomery,2.1357142857142857
Tyler Boyd,11.4875
Tyler Conklin,8.13529411764706
Tyler Davis,0.5357142857142857
Tyler Higbee,9.8
Tyler Huntley,11.799999999999999
Tyler Johnson,4.235294117647059
Tyler Kroft,4.366666666666666
Tyler Lockett,15.0875
Tyreek Hill,17.441176470588236
Tyrod Taylor,13.616666666666667
Tyron Johnson,0.36
Van Jefferson,9.894117647058822
Wayne Gallman,1.6875
Wendell Smallwood,2.9
Will Dissly,3.3400000000000003
Will Fuller,4.3
Willie Snead,0.8666666666666667
Zach Ertz,10.629411764705882
Zach Gentry,2.1
Zach Pascal,5.90625
Zack Moss,8.092307692307692
Zay Jones,6.229411764705882
