Peyton Barber,WAS,RB,26,16,2,0,0,0,0,0,94,258,2.74,4,7,4,12,3.00,0,0,0,4,0,0
Brandon Allen,CIN,QB,28,5,5,90,142,925,5,4,13,27,2.08,0,1,0,0,0,0,1,1,0,0,0
Mitchell Trubisky,CHI,QB,26,10,9,199,297,2055,16,8,33,195,5.91,1,0,0,0,0,0,6,2,1,0,1
Trayveon Williams,CIN,RB,23,10,0,0,0,0,0,0,26,157,6.04,0,5,5,30,6.00,0,1,1,0,0,0
Tevin Coleman,SFO,RB,27,8,1,0,0,0,0,0,28,53,1.89,0,5,4,34,8.50,0,0,0,0,0,0
Jonnu Smith,TEN,TE,25,15,14,0,0,0,0,0,2,4,2.00,1,65,41,448,10.93,8,0,0,9,0,0
Jojo Natson,CLE,WR,26,3,0,0,0,0,0,0,1,3,3.00,0,0,0,0,0,0,0,0,0,0,0
Quintez Cephus,DET,WR,22,13,2,0,0,0,0,0,0,0,0,0,35,20,349,17.45,2,0,0,2,0,0
Kerryon Johnson,DET,RB,23,16,2,0,0,0,0,0,52,181,3.48,2,26,19,187,9.84,1,1,1,3,0,0
Derek Carr,LVR,QB,29,16,16,348,517,4103,27,9,39,140,3.59,3,0,0,0,0,0,11,8,3,0,1
Jakobi Meyers,NWE,WR,24,14,9,2,2,43,2,0,2,9,4.50,0,81,59,729,12.36,0,1,1,0,1,0
Will Fuller,HOU,WR,26,11,11,0,0,0,0,0,1,0,0.00,0,75,53,879,16.58,8,0,0,8,0,0
Calvin Ridley,ATL,WR,26,15,15,0,0,0,0,0,5,1,0.20,0,143,90,1374,15.27,9,1,1,9,1,0
Jordan Wilkins,IND,RB,26,15,0,0,0,0,0,0,84,308,3.67,1,16,12,105,8.75,0,0,0,1,1,0
Aaron Rodgers,GNB,QB,37,16,16,372,526,4299,48,5,38,149,3.92,3,1,1,-6,-6.00,0,4,2,3,0,0
Keith Kirkwood,CAR,WR,26,1,0,0,0,0,0,0,0,0,0,0,2,1,13,13.00,0,0,0,0,0,0
Chris Godwin,TAM,WR,24,12,12,0,0,0,0,0,0,0,0,0,84,65,840,12.92,7,1,0,7,0,0
Hunter Renfrow,LVR,WR,25,16,6,0,0,0,0,0,0,0,0,0,77,56,656,11.71,2,2,1,2,0,0
Saquon Barkley,NYG,RB,23,2,2,0,0,0,0,0,19,34,1.79,0,9,6,60,10.00,0,0,0,0,0,0
Jimmy Garoppolo,SFO,QB,29,6,6,94,140,1096,7,5,10,25,2.50,0,0,0,0,0,0,2,0,0,0,0
Mason Rudolph,PIT,QB,25,5,1,25,43,324,2,1,7,-6,-0.86,0,0,0,0,0,0,0,0,0,0,0
Kareem Hunt,CLE,RB,25,16,5,0,0,0,0,0,198,841,4.25,6,51,38,304,8.00,5,2,0,11,0,0
Tim Patrick,DEN,WR,27,15,15,0,0,0,0,0,0,0,0,0,79,51,742,14.55,6,0,0,6,0,0
Demetrius Harris,CHI,TE,29,15,5,0,0,0,0,0,0,0,0,0,14,7,45,6.43,0,0,0,0,0,0
Colt McCoy,NYG,QB,34,4,2,40,66,375,1,1,9,12,1.33,0,0,0,0,0,0,1,1,0,0,1
Alex Bachman,NYG,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Sanders,PHI,RB,23,12,11,0,0,0,0,0,164,867,5.29,6,52,28,197,7.04,0,4,2,6,2,0
Salvon Ahmed,MIA,RB,22,6,4,0,0,0,0,0,75,319,4.25,3,14,11,61,5.55,0,0,0,3,1,0
T.J. Hockenson,DET,TE,23,16,16,0,0,0,0,0,1,0,0.00,0,101,67,723,10.79,6,1,1,6,1,0
Kendrick Bourne,SFO,WR,25,15,5,0,0,0,0,0,0,0,0,0,74,49,667,13.61,2,0,0,2,1,0
Tyler Kroft,BUF,TE,28,10,4,0,0,0,0,0,0,0,0,0,16,12,119,9.92,3,0,0,3,0,0
Odell Beckham Jr.,CLE,WR,28,7,7,1,1,18,0,0,3,72,24.00,1,43,23,319,13.87,3,0,0,4,0,0
Cullen Gillaspia,HOU,RB,25,7,0,0,0,0,0,0,0,0,0,0,1,1,6,6.00,0,0,0,0,0,0
Vyncint Smith,NYJ,WR,24,7,0,0,0,0,0,0,0,0,0,0,3,1,13,13.00,0,0,0,0,0,0
Dalton Schultz,DAL,TE,24,16,14,0,0,0,0,0,0,0,0,0,89,63,615,9.76,4,1,1,4,0,0
Samaje Perine,CIN,RB,25,16,1,0,0,0,0,0,63,301,4.78,3,12,11,66,6.00,0,0,0,3,0,0
Daniel Helm,SFO,TE,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,SFO,RB,28,16,4,0,0,0,0,0,81,319,3.94,5,46,33,253,7.67,1,0,0,6,0,0
Eric Tomlinson,2TM,TE,28,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Darren Fells,HOU,TE,34,16,14,0,0,0,0,0,0,0,0,0,28,21,312,14.86,4,0,0,4,0,0
David Montgomery,CHI,RB,23,15,14,0,0,0,0,0,247,1070,4.33,8,68,54,438,8.11,2,1,1,10,1,0
Isaiah Ford,MIA,WR,24,10,1,0,0,0,0,0,0,0,0,0,44,28,276,9.86,0,0,0,0,0,0
Allen Robinson,CHI,WR,27,16,16,0,0,0,0,0,1,-1,-1.00,0,151,102,1250,12.25,6,0,0,6,0,0
Kenny Golladay,DET,WR,27,5,5,0,0,0,0,0,0,0,0,0,32,20,338,16.90,2,0,0,2,0,0
Marcus Johnson,IND,WR,26,11,3,0,0,0,0,0,0,0,0,0,28,14,255,18.21,0,0,0,0,0,0
Justin Jefferson,MIN,WR,21,16,14,0,0,0,0,0,1,2,2.00,0,125,88,1400,15.91,7,1,0,7,2,0
Bryan Edwards,LVR,WR,22,12,3,0,0,0,0,0,0,0,0,0,15,11,193,17.55,1,0,0,1,0,0
Jake Bargas,MIN,FB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Cole,SFO,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Henderson,LAR,RB,23,15,11,0,0,0,0,0,138,624,4.52,5,24,16,159,9.94,1,0,0,6,0,0
Dwayne Washington,NOR,RB,26,11,0,0,0,0,0,0,8,15,1.88,0,0,0,0,0,0,0,0,0,0,0
Sony Michel,NWE,RB,25,9,6,0,0,0,0,0,79,449,5.68,1,9,7,114,16.29,1,0,0,2,0,0
Jaylen Samuels,PIT,RB,24,14,1,0,0,0,0,0,9,28,3.11,0,14,9,46,5.11,0,0,0,0,0,0
Nick Westbrook-Ikhine,TEN,WR,23,14,1,0,0,0,0,0,0,0,0,0,8,3,33,11.00,0,0,0,0,1,0
Kirk Merritt,MIA,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Clement,PHI,RB,26,15,0,0,0,0,0,0,21,75,3.57,1,6,5,25,5.00,0,0,0,1,0,0
Clyde Edwards-Helaire,KAN,RB,21,13,13,0,0,0,0,0,181,803,4.44,4,54,36,297,8.25,1,0,0,5,0,0
Nick Bellore,SEA,FB,31,16,0,0,0,0,0,0,1,5,5.00,0,1,1,9,9.00,0,0,0,0,0,0
Mohamed Sanu,2TM,WR,31,10,4,0,0,0,0,0,1,3,3.00,0,24,17,187,11.00,1,0,0,1,1,0
Stanley Morgan Jr.,CIN,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Reynolds,JAX,RB,24,2,0,0,0,0,0,0,1,4,4.00,0,1,1,3,3.00,0,0,0,0,0,0
Drew Lock,DEN,QB,24,13,13,254,443,2933,16,15,44,160,3.64,3,0,0,0,0,0,8,3,3,0,1
Scottie Phillips,HOU,RB,23,8,0,0,0,0,0,0,2,9,4.50,0,1,1,7,7.00,0,0,0,0,0,0
Ito Smith,ATL,RB,25,14,0,0,0,0,0,0,63,268,4.25,1,26,17,75,4.41,0,1,0,1,0,0
Joe Flacco,NYJ,QB,35,5,4,74,134,864,6,3,6,22,3.67,0,0,0,0,0,0,1,0,0,0,0
Joe Mixon,CIN,RB,24,6,6,0,0,0,0,0,119,428,3.60,3,26,21,138,6.57,1,1,1,4,0,0
Nick Vannett,DEN,TE,27,15,11,0,0,0,0,0,0,0,0,0,21,14,95,6.79,1,0,0,1,0,0
Dallas Goedert,PHI,TE,25,11,9,0,0,0,0,0,0,0,0,0,65,46,524,11.39,3,0,0,3,0,0
Brandon Aiyuk,SFO,WR,22,12,11,0,0,0,0,0,6,77,12.83,2,96,60,748,12.47,5,0,0,7,0,0
Gabriel Davis,BUF,WR,21,16,11,0,0,0,0,0,1,0,0.00,0,62,35,599,17.11,7,1,0,7,0,0
Eric Ebron,PIT,TE,27,15,9,0,0,0,0,0,0,0,0,0,91,56,558,9.96,5,1,1,5,1,0
J.J. Taylor,NWE,RB,22,6,0,0,0,0,0,0,23,110,4.78,0,2,1,4,4.00,0,0,0,0,0,0
Matt Ryan,ATL,QB,35,16,16,407,626,4581,26,11,29,92,3.17,2,0,0,0,0,0,6,3,2,0,1
Nick Foles,CHI,QB,31,9,7,202,312,1852,10,8,16,1,0.06,1,0,0,0,0,0,2,0,1,0,0
Latavius Murray,NOR,RB,30,15,7,0,0,0,0,0,146,656,4.49,4,26,23,176,7.65,1,1,0,5,0,0
Devin Asiasi,NWE,TE,23,9,3,0,0,0,0,0,0,0,0,0,7,2,39,19.50,1,0,0,1,0,0
Christian McCaffrey,CAR,RB,24,3,3,0,0,0,0,0,59,225,3.81,5,19,17,149,8.76,1,0,0,6,0,0
Reggie Gilliam,BUF,FB,23,14,0,0,0,0,0,0,0,0,0,0,2,2,16,8.00,1,0,0,1,0,0
Chris Myarick,MIA,TE,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Samuel,CAR,WR,24,15,5,0,0,0,0,0,41,200,4.88,2,97,77,851,11.05,3,1,0,5,0,0
Teddy Bridgewater,CAR,QB,28,15,15,340,492,3733,15,11,53,279,5.26,5,0,0,0,0,0,6,3,5,0,1
Jalen Reagor,PHI,WR,21,11,11,0,0,0,0,0,4,26,6.50,0,54,31,396,12.77,1,2,0,2,1,0
Tim Boyle,GNB,QB,26,8,0,0,0,0,0,0,13,-9,-0.69,0,0,0,0,0,0,1,0,0,0,0
Brett Rypien,DEN,QB,24,3,1,27,40,295,2,4,5,-5,-1.00,0,0,0,0,0,0,1,0,0,0,0
Chris Carson,SEA,RB,26,12,12,0,0,0,0,0,141,681,4.83,5,46,37,287,7.76,4,1,0,9,0,0
Josh Allen,BUF,QB,24,16,16,396,572,4544,37,10,102,421,4.13,8,1,1,12,12.00,1,9,6,9,0,0
Isaiah McKenzie,BUF,WR,25,16,7,1,1,12,1,0,10,9,0.90,0,34,30,282,9.40,5,0,0,6,0,0
Donald Parham,LAC,TE,23,13,5,0,0,0,0,0,0,0,0,0,20,10,159,15.90,3,0,0,3,0,0
Darrel Williams,KAN,RB,25,16,0,0,0,0,0,0,39,169,4.33,1,26,18,116,6.44,0,0,0,1,1,0
Zach Pascal,IND,WR,26,16,14,0,1,0,0,0,0,0,0,0,71,44,629,14.30,5,0,0,5,0,0
Jacoby Brissett,IND,QB,28,11,0,2,8,17,0,0,17,19,1.12,3,0,0,0,0,0,0,0,3,0,0
Marvin Jones,DET,WR,30,16,16,0,0,0,0,0,0,0,0,0,115,76,978,12.87,9,0,0,9,0,0
Ashton Dulin,IND,WR,23,13,0,0,0,0,0,0,2,11,5.50,0,6,3,53,17.67,0,1,0,0,0,0
Darnell Mooney,CHI,WR,23,16,9,0,0,0,0,0,4,20,5.00,0,98,61,631,10.34,4,1,0,4,1,0
Blake Bell,DAL,TE,29,16,2,0,0,0,0,0,1,2,2.00,0,15,11,110,10.00,0,0,0,0,0,0
Chase Claypool,PIT,WR,22,16,6,0,0,0,0,0,10,16,1.60,2,109,62,873,14.08,9,3,1,11,0,0
Jacob Hollister,SEA,TE,27,16,5,0,0,0,0,0,0,0,0,0,40,25,209,8.36,3,0,0,3,1,0
James White,NWE,RB,28,14,0,0,0,0,0,0,35,121,3.46,2,62,49,375,7.65,1,1,0,3,0,0
Durham Smythe,MIA,TE,25,15,13,0,0,0,0,0,0,0,0,0,29,26,208,8.00,2,0,0,2,0,0
Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP
Evan Engram,NYG,TE,26,16,14,0,0,0,0,0,6,26,4.33,1,109,63,654,10.38,1,1,1,2,0,0
C.J. Board,NYG,WR,27,14,4,0,0,0,0,0,1,3,3.00,0,16,11,101,9.18,0,0,0,0,0,0
Mike Davis,CAR,RB,27,15,12,0,0,0,0,0,165,642,3.89,6,70,59,373,6.32,2,1,1,8,0,0
Donovan Peoples-Jones,CLE,WR,21,12,2,0,0,0,0,0,0,0,0,0,20,14,304,21.71,2,0,0,2,1,0
Mike Glennon,JAX,QB,31,5,5,111,179,1072,7,5,6,17,2.83,0,0,0,0,0,0,2,2,0,0,1
DeAndre Hopkins,ARI,WR,28,16,16,0,0,0,0,0,1,1,1.00,0,160,115,1407,12.23,6,3,2,6,0,0
Jakeem Grant,MIA,WR,28,14,4,0,0,0,0,0,3,20,6.67,0,54,36,373,10.36,1,2,0,2,0,0
Kyle Allen,WAS,QB,24,4,4,60,87,610,4,1,7,26,3.71,1,0,0,0,0,0,1,1,1,0,0
Rex Burkhead,NWE,RB,30,10,0,0,0,0,0,0,67,274,4.09,3,33,25,192,7.68,3,0,0,6,0,0
Zach Gentry,PIT,TE,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Lindsay,DEN,RB,26,11,8,0,0,0,0,0,118,502,4.25,1,14,7,28,4.00,0,0,0,1,0,0
Randall Cobb,HOU,WR,30,10,2,0,1,0,0,0,0,0,0,0,48,38,441,11.61,3,0,0,3,0,0
Josiah Deguara,GNB,TE,23,2,1,0,0,0,0,0,0,0,0,0,2,1,12,12.00,0,0,0,0,0,0
Brandin Cooks,HOU,WR,27,15,15,0,0,0,0,0,0,0,0,0,119,81,1150,14.20,6,0,0,6,0,0
Boston Scott,PHI,RB,25,16,4,0,0,0,0,0,80,374,4.68,1,36,25,212,8.48,1,2,0,2,0,0
Mark Ingram,BAL,RB,31,11,9,0,0,0,0,0,72,299,4.15,2,8,6,50,8.33,0,0,0,2,0,0
Jamal Agnew,DET,WR,25,14,2,0,1,0,0,0,6,33,5.50,0,20,13,89,6.85,0,2,1,1,0,0
Dalvin Cook,MIN,RB,25,14,14,0,0,0,0,0,312,1557,4.99,16,54,44,361,8.20,1,5,3,17,3,0
Tajae Sharpe,MIN,WR,26,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Nick Boyle,BAL,TE,27,9,9,0,0,0,0,0,0,0,0,0,17,14,113,8.07,2,0,0,2,0,0
Artavis Pierce,CHI,RB,24,5,0,0,0,0,0,0,6,34,5.67,1,0,0,0,0,0,0,0,1,0,0
Tony Jones,NOR,RB,23,1,1,0,0,0,0,0,3,13,4.33,0,0,0,0,0,0,0,0,0,0,0
Antonio Gandy-Golden,WAS,WR,22,6,2,0,0,0,0,0,1,22,22.00,0,7,1,3,3.00,0,0,0,0,0,0
Kevin White,SFO,WR,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray-Ray McCloud,PIT,WR,24,16,2,0,0,0,0,0,4,65,16.25,0,22,20,77,3.85,0,2,1,0,0,0
Deebo Samuel,SFO,WR,24,7,5,0,0,0,0,0,8,26,3.25,0,44,33,391,11.85,1,0,0,1,0,0
T.Y. Hilton,IND,WR,31,15,15,0,0,0,0,0,0,0,0,0,93,56,762,13.61,5,0,0,5,1,0
Austin Walter,SFO,RB,24,4,0,0,0,0,0,0,1,3,3.00,0,1,1,27,27.00,0,0,0,0,0,0
Joshua Kelley,LAC,RB,23,14,0,0,0,0,0,0,111,354,3.19,2,23,23,148,6.43,0,2,2,2,0,0
Harrison Bryant,CLE,TE,22,15,9,0,0,0,0,0,0,0,0,0,38,24,238,9.92,3,2,2,3,0,0
Tre'Quan Smith,NOR,WR,24,14,10,0,0,0,0,0,1,3,3.00,0,50,34,448,13.18,4,1,0,4,0,0
Jonathan Williams,DET,RB,26,5,0,0,0,0,0,0,1,5,5.00,0,4,4,21,5.25,0,1,1,0,0,0
Malik Turner,DAL,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Dwelley,SFO,TE,25,16,9,0,0,0,0,0,0,0,0,0,24,19,245,12.89,1,0,0,1,0,0
